sID,dR,dI,gameLength,choice,rt
18,3.333333,-1,5,2,1.802457
18,4.500000,0,10,1,0.171380
18,-2.000000,0,10,2,1.174380
18,-14.000000,-1,10,1,0.216380
18,25.000000,-1,10,2,0.233380
18,-30.000000,0,10,1,0.138380
18,32.333333,-1,10,1,0.473380
18,-6.500000,0,5,1,1.284457
18,16.666667,-1,5,2,1.063457
18,-2.000000,-1,10,1,0.594380
18,6.000000,0,10,2,0.189380
18,-3.000000,0,10,1,0.379380
18,-9.000000,0,5,1,0.952457
18,23.500000,0,5,2,0.366457
18,10.500000,0,10,1,0.565380
18,11.000000,0,5,2,0.318457
18,0.000000,1,10,2,0.416380
18,-13.000000,1,10,2,0.551380
18,-21.500000,0,10,1,0.269380
18,3.500000,0,10,2,1.010380
18,-19.500000,0,10,2,0.390380
18,-16.333333,1,5,1,0.398457
18,14.000000,0,10,1,0.205380
18,13.500000,0,10,1,0.363380
18,13.500000,0,5,2,0.564457
18,-21.000000,0,10,2,0.426380
18,1.666667,-1,5,2,2.216457
18,3.666667,1,5,1,1.027457
18,0.333333,-1,5,1,0.472457
18,20.000000,1,10,1,0.368380
18,-8.333333,1,5,1,1.201457
18,26.500000,0,10,2,0.237380
18,16.500000,0,5,2,1.142457
18,9.500000,0,10,2,1.646380
18,19.000000,1,10,2,0.596380
18,-13.000000,1,5,1,1.181457
18,15.500000,0,5,2,1.124457
18,-11.666667,1,5,2,0.842457
18,15.666667,-1,10,1,0.477380
18,13.000000,0,10,1,0.448380
18,-6.000000,1,5,1,0.490457
18,-21.000000,0,10,1,0.426380
18,5.500000,0,5,1,0.525457
18,-19.000000,0,10,1,0.244380
18,-29.333333,-1,5,1,0.144457
18,-6.000000,0,5,1,0.682457
18,5.666667,1,5,1,0.294457
18,-6.500000,0,10,1,0.246380
18,20.000000,0,5,2,0.430457
18,-19.000000,0,5,1,0.514457
18,13.500000,0,10,2,0.659380
18,18.333333,1,10,2,0.611380
18,18.500000,0,10,2,0.310380
18,-15.500000,0,10,2,0.221380
18,-15.333333,-1,10,1,0.399380
18,16.000000,-1,5,2,0.199457
18,10.666667,-1,5,2,0.633457
18,-39.666667,1,5,1,0.479457
18,-40.000000,1,10,1,0.171380
18,-26.500000,0,5,1,0.166457
18,0.000000,0,10,1,1.107380
18,26.500000,0,10,1,1.058380
18,6.666667,-1,5,2,1.908457
18,-2.000000,0,10,1,1.641380
18,-11.500000,0,5,1,0.305457
18,-14.000000,0,10,1,1.557380
18,-36.666667,-1,10,1,0.238380
18,33.000000,-1,5,2,0.398457
18,-0.500000,0,10,1,0.201380
18,-5.000000,-1,5,1,0.643457
18,11.000000,-1,10,2,1.316380
18,-14.500000,0,5,1,0.550457
18,-21.333333,-1,10,1,0.286380
18,-0.666667,1,10,1,0.804380
18,23.000000,0,10,1,0.245380
18,29.666667,1,5,2,0.391457
18,15.333333,-1,5,2,1.367457
18,-9.000000,1,5,1,0.725457
18,-2.000000,0,5,1,0.620457
18,25.500000,0,10,1,0.162380
18,-33.000000,0,10,1,0.214380
18,27.500000,0,10,2,0.251380
18,-15.666667,-1,10,1,1.747380
18,-28.500000,0,5,1,0.338457
18,-29.333333,-1,5,1,0.641457
18,-27.000000,-1,5,1,0.127457
18,8.333333,1,10,2,0.387380
18,44.000000,0,5,2,0.190457
18,-25.000000,0,5,1,0.365457
18,-5.333333,1,10,2,0.278380
18,8.666667,1,5,1,0.715457
18,-15.000000,1,10,1,0.244380
18,7.000000,0,5,2,0.556457
18,-17.000000,0,10,1,0.373380
18,9.333333,-1,10,2,0.192380
18,15.000000,0,5,2,0.590457
18,16.500000,0,5,2,0.394457
18,3.333333,-1,5,2,0.507457
18,-18.333333,1,5,1,0.136457
18,5.500000,0,10,1,0.247380
18,-23.000000,0,5,1,0.187457
18,6.000000,0,5,2,0.247457
18,31.500000,0,10,2,0.367380
18,13.333333,-1,10,2,0.634380
18,28.333333,-1,5,2,0.368457
18,6.000000,1,10,1,0.144380
18,23.000000,-1,10,1,0.358380
18,-17.000000,0,10,1,0.162380
18,10.333333,1,10,1,0.339380
18,-22.333333,1,10,1,1.228380
18,-39.666667,1,10,1,0.195380
18,-20.000000,0,5,2,0.700457
18,-4.333333,1,10,1,0.207380
18,51.000000,0,5,2,0.167457
18,-9.500000,0,10,1,0.500380
18,8.666667,-1,10,1,0.287380
18,32.000000,-1,5,2,0.239457
18,-7.500000,0,5,1,0.413457
18,28.500000,0,5,2,0.887457
18,6.000000,1,5,1,0.522457
18,-19.500000,0,5,1,0.276457
18,-22.500000,0,5,1,0.417457
18,12.000000,0,10,2,0.412380
18,1.666667,1,10,2,1.226380
18,29.333333,1,10,2,0.472380
18,-8.500000,0,5,1,0.178457
18,-6.500000,0,5,1,0.472457
18,0.333333,-1,5,2,0.265457
18,27.333333,1,10,2,0.527380
18,-7.000000,-1,5,2,0.921457
18,16.500000,0,5,2,0.138457
18,-7.333333,-1,10,1,0.487380
18,-33.000000,0,5,1,0.272457
18,2.666667,1,5,1,1.015457
18,-20.333333,-1,10,1,0.478380
18,-31.000000,-1,10,1,0.328380
18,36.333333,-1,10,1,0.467380
18,-22.666667,1,5,1,0.837457
18,8.666667,1,5,1,0.570457
18,-15.000000,0,5,1,0.417457
18,16.500000,0,10,1,0.818380
18,10.333333,-1,5,1,0.577457
18,-21.333333,-1,10,1,0.271380
18,14.666667,1,10,2,0.456380
18,20.500000,0,10,1,0.461380
18,24.500000,0,5,2,0.293457
18,-1.666667,-1,10,1,0.212380
18,-15.000000,0,5,1,0.630457
18,-13.500000,0,5,1,0.702457
18,-9.333333,-1,5,1,0.264457
18,-1.333333,1,10,1,0.350380
18,3.500000,0,5,1,1.578457
18,31.000000,1,10,2,0.910380
18,-17.333333,-1,5,1,0.282457
18,7.333333,-1,10,1,0.608380
18,-33.000000,0,5,1,0.579457
18,-4.333333,1,5,1,0.356457
18,-21.333333,1,10,1,0.120380
18,26.666667,1,5,2,0.218457
18,4.500000,0,5,2,1.204457
18,22.500000,0,5,2,0.410457
18,29.000000,-1,5,2,0.211457
18,-15.000000,0,5,1,0.335457
18,-13.666667,-1,5,1,1.809457
18,-24.333333,1,10,1,0.491380
18,-16.500000,0,5,1,0.180457
18,1.333333,-1,5,2,0.729457
18,4.000000,-1,10,2,0.548380
18,16.500000,0,10,2,0.479380
18,35.500000,0,5,2,0.297457
18,-8.666667,1,5,1,0.548457
18,25.000000,0,10,1,0.429380
18,8.500000,0,5,2,0.237457
18,-13.500000,0,10,2,0.448380
18,-11.000000,0,5,1,0.227457
18,-4.666667,-1,10,2,0.482380
18,-7.000000,1,10,1,0.259380
18,20.333333,1,10,2,1.191380
18,9.500000,0,5,2,0.509457
18,-12.500000,0,10,1,0.333380
18,-17.000000,-1,10,1,0.666380
18,-22.000000,0,5,1,0.156457
18,1.333333,-1,10,1,0.345380
18,-25.333333,1,5,1,0.348457
18,-27.666667,1,5,1,0.155457
18,-1.500000,0,10,1,0.140380
18,-3.333333,1,10,1,0.604380
18,-13.500000,0,5,1,0.284457
18,-27.000000,1,10,2,0.317380
18,5.666667,1,5,1,0.439457
18,-9.500000,0,10,2,0.247380
18,18.000000,1,5,2,0.484457
18,-30.500000,0,10,1,0.155380
18,0.000000,0,5,2,0.572457
18,-36.333333,-1,5,1,0.111457
18,36.500000,0,10,2,0.200380
18,-11.500000,0,10,1,0.286380
18,29.000000,0,5,2,0.246457
18,-7.666667,1,5,1,0.314457
18,3.500000,0,5,2,0.955457
18,15.000000,0,10,2,0.252380
18,0.333333,1,5,1,0.401457
18,2.500000,0,5,1,1.598457
18,4.000000,0,5,1,0.175457
18,-23.333333,-1,10,2,0.281380
18,24.000000,0,10,1,0.681380
18,12.000000,0,5,2,0.207457
18,-11.333333,-1,5,1,0.219457
18,-2.000000,0,10,1,0.284380
18,-1.000000,0,10,2,0.330380
18,28.000000,-1,10,2,0.260380
18,-17.000000,0,10,1,0.130380
18,-21.666667,1,10,2,0.388380
18,-21.000000,0,10,1,0.156380
18,-29.333333,1,5,1,0.275457
18,26.500000,0,5,2,0.470457
18,-20.000000,0,5,1,0.442457
18,-4.500000,0,10,2,0.330380
18,12.666667,1,5,2,0.297457
18,18.666667,1,5,2,1.453457
18,2.000000,-1,5,2,0.764457
18,-9.000000,0,10,2,0.396380
18,19.000000,-1,10,1,0.424380
18,-1.666667,1,5,1,0.169457
18,2.500000,0,10,2,0.769380
18,-32.000000,1,5,1,0.205457
18,-3.000000,1,10,1,0.222380
18,-17.000000,-1,5,2,0.679457
18,-35.000000,0,5,1,0.277457
18,-19.000000,-1,5,1,0.288457
18,-14.500000,0,10,1,1.056380
18,-15.500000,0,10,1,0.569380
18,-34.333333,-1,5,1,0.258457
18,7.000000,0,5,1,0.339457
18,37.333333,-1,10,2,0.488380
18,-19.500000,0,5,1,0.183457
18,30.000000,-1,10,2,0.152380
18,-2.000000,0,10,1,0.267380
18,29.000000,0,10,2,0.530380
18,-38.500000,0,5,1,0.222457
18,-31.666667,1,5,1,0.206457
18,7.333333,-1,10,2,0.374380
18,-17.500000,0,10,1,0.167380
18,-11.500000,0,5,1,0.392457
18,11.333333,1,10,2,0.204380
18,-34.666667,-1,10,1,0.863380
18,27.500000,0,5,2,0.168457
18,16.333333,1,10,2,0.950380
18,1.333333,1,10,1,0.484380
18,-20.333333,-1,10,1,0.177380
18,-20.000000,0,10,1,0.202380
18,39.666667,-1,10,2,0.165380
18,-23.000000,0,5,1,0.717457
18,0.666667,-1,5,2,1.104457
18,-18.000000,-1,5,1,1.250457
18,33.000000,0,5,2,0.295457
18,6.500000,0,5,1,1.399457
18,5.000000,1,5,1,0.236457
18,5.666667,1,10,1,0.635380
18,18.000000,1,5,2,0.555457
18,-9.333333,1,10,2,0.478380
18,-7.333333,-1,10,1,1.092380
18,-7.000000,-1,10,2,0.170380
18,29.000000,1,5,2,0.319457
18,17.000000,0,10,2,0.694380
18,-37.500000,0,10,1,0.693380
18,-21.500000,0,5,1,0.209457
18,-28.666667,-1,5,1,0.246457
18,0.333333,-1,5,2,0.495457
18,28.333333,1,5,2,0.255457
18,2.666667,1,5,2,0.189457
18,-19.333333,1,5,1,0.540457
18,-5.500000,0,10,2,0.637380
18,10.000000,-1,5,2,0.419457
18,32.500000,0,10,2,0.862380
18,6.000000,0,10,1,0.390380
18,10.000000,0,5,1,1.006457
18,0.500000,0,10,1,0.551380
18,-0.500000,0,10,1,0.705380
18,-25.000000,0,5,1,0.130457
18,-4.666667,-1,5,1,0.729457
18,-0.500000,0,10,1,0.574380
18,-1.000000,0,10,1,0.400380
18,16.000000,0,10,2,0.347380
19,18.000000,0,10,2,0.289081
19,34.000000,0,10,2,0.382081
19,21.000000,-1,5,2,0.178256
19,-26.666667,-1,10,1,0.934081
19,35.333333,-1,10,2,0.123081
19,-19.500000,0,10,2,1.249081
19,-46.500000,0,5,1,0.184256
19,17.000000,0,10,1,2.685081
19,-13.000000,0,10,1,0.412081
19,30.500000,0,10,2,0.439081
19,17.500000,0,5,2,0.200256
19,-22.333333,1,10,1,0.342081
19,-10.000000,0,5,1,0.588256
19,-16.000000,-1,5,1,1.046256
19,-30.000000,0,5,1,0.381256
19,5.500000,0,5,2,0.981256
19,-22.000000,-1,10,1,1.576081
19,10.000000,1,10,1,0.621081
19,-8.500000,0,10,2,1.039081
19,14.666667,-1,10,2,0.775081
19,13.500000,0,10,2,0.491081
19,12.000000,0,10,2,2.167081
19,-12.000000,0,5,2,1.187256
19,27.500000,0,5,2,0.943256
19,-15.666667,-1,5,1,0.536256
19,-1.000000,0,10,2,0.985081
19,11.500000,0,5,2,0.728256
19,-20.333333,-1,10,1,0.143081
19,-14.500000,0,10,1,1.165081
19,-16.000000,0,10,2,0.313081
19,6.000000,0,10,2,0.881081
19,-15.333333,1,5,1,0.287256
19,5.500000,0,10,1,2.694081
19,25.666667,1,5,2,0.205256
19,-25.500000,0,5,1,1.437256
19,-21.666667,-1,5,1,0.633256
19,-25.333333,-1,10,2,0.294081
19,-11.000000,0,10,1,1.388081
19,-33.000000,1,10,1,0.918081
19,9.000000,0,5,2,0.165256
19,-1.500000,0,10,1,0.961081
19,-6.000000,0,5,1,0.229256
19,-11.666667,-1,5,1,0.551256
19,-15.500000,0,10,2,0.915081
19,-14.000000,0,5,1,0.714256
19,-9.000000,0,10,1,0.480081
19,-2.500000,0,10,1,1.217081
19,-10.500000,0,5,1,0.139256
19,-15.500000,0,5,1,1.181256
19,15.000000,0,5,2,0.449256
19,5.500000,0,10,2,0.473081
19,-24.333333,1,5,1,1.066256
19,-44.000000,-1,10,1,0.787081
19,-16.666667,1,10,2,0.851081
19,2.000000,0,5,2,0.417256
19,3.000000,-1,10,1,0.526081
19,13.333333,-1,10,1,2.675081
19,-3.000000,0,5,1,1.669256
19,1.500000,0,10,1,0.852081
19,11.500000,0,5,2,0.601256
19,4.500000,0,10,1,1.431081
19,-13.666667,1,10,2,0.565081
19,-5.000000,0,10,2,0.823081
19,-6.333333,1,5,1,0.305256
19,-27.666667,1,10,1,0.584081
19,-41.500000,0,10,1,1.174081
19,-20.333333,1,5,1,0.368256
19,4.000000,0,5,2,0.653256
19,14.000000,-1,5,2,0.224256
19,-37.500000,0,5,1,0.180256
19,-35.500000,0,10,1,1.941081
19,0.000000,-1,5,1,1.523256
19,9.333333,-1,10,2,0.812081
19,-7.000000,-1,5,1,2.594256
19,43.000000,0,10,2,0.148081
19,12.333333,1,5,2,4.494256
19,-2.000000,0,5,1,0.438256
19,13.666667,-1,5,2,1.646256
19,-13.500000,0,5,1,0.321256
19,16.500000,0,10,1,0.238081
19,18.333333,1,5,2,0.407256
19,-10.333333,-1,5,1,1.183256
19,-2.500000,0,5,2,3.128256
19,8.333333,-1,5,2,0.424256
19,-9.000000,1,10,1,0.408081
19,-21.000000,0,10,1,1.085081
19,2.666667,-1,5,2,0.227256
19,-13.500000,0,5,1,0.636256
19,7.666667,-1,10,2,0.904081
19,-9.333333,1,10,1,2.042081
19,-19.333333,-1,10,1,0.204081
19,-13.333333,1,10,2,0.381081
19,-25.000000,1,5,1,0.253256
19,26.000000,0,5,2,0.278256
19,31.333333,1,10,2,0.099081
19,18.000000,1,10,2,0.380081
19,-6.333333,1,5,1,0.284256
19,30.666667,-1,10,2,0.382081
19,31.666667,-1,5,2,0.193256
19,-12.000000,0,10,1,0.490081
19,9.666667,-1,10,1,1.943081
19,9.000000,0,10,2,1.967081
19,-27.000000,-1,5,1,0.866256
19,-20.000000,1,5,1,0.928256
19,17.333333,1,10,2,0.405081
19,33.333333,1,5,2,0.217256
19,-14.000000,1,5,1,0.241256
19,1.000000,0,5,2,1.688256
19,-6.666667,1,10,2,0.635081
19,-18.000000,0,10,2,1.511081
19,15.500000,0,5,2,0.350256
19,13.666667,-1,10,1,1.109081
19,7.500000,0,10,1,0.842081
19,-7.500000,0,5,1,0.733256
19,1.000000,-1,10,2,1.677081
19,-1.666667,1,5,1,0.351256
19,15.000000,0,5,2,0.976256
19,-10.500000,0,10,1,1.968081
19,8.500000,0,5,2,2.466256
19,28.500000,0,10,2,1.210081
19,-8.333333,-1,10,1,0.770081
19,8.000000,0,10,2,0.344081
19,-25.000000,0,5,1,0.551256
19,-26.000000,-1,10,1,0.350081
19,11.500000,0,10,2,0.510081
19,-29.500000,0,10,1,0.652081
19,-10.500000,0,5,1,1.015256
19,4.500000,0,10,1,1.002081
19,-41.333333,-1,10,1,0.864081
19,-2.000000,0,5,1,1.924256
19,8.333333,1,10,2,0.593081
19,13.666667,-1,10,2,2.101081
19,-3.000000,0,10,1,2.287081
19,-3.500000,0,10,1,1.619081
19,18.000000,0,10,2,0.117081
19,19.500000,0,5,2,0.549256
19,-13.333333,-1,10,1,0.548081
19,-12.000000,0,10,1,1.044081
19,-15.666667,1,10,2,0.294081
19,18.500000,0,5,2,0.465256
19,5.666667,-1,10,1,1.156081
19,-5.666667,1,5,1,0.255256
19,-19.000000,1,5,1,0.742256
19,9.000000,-1,5,1,1.037256
19,13.333333,-1,10,2,0.604081
19,-19.500000,0,5,1,0.385256
19,30.500000,0,10,2,0.113081
19,-2.500000,0,5,2,0.360256
19,-4.500000,0,5,1,0.686256
19,9.500000,0,10,1,1.043081
19,-35.500000,0,10,1,0.619081
19,-13.333333,-1,10,1,0.695081
19,7.000000,0,10,2,0.265081
19,31.000000,0,10,2,0.277081
19,-15.000000,0,10,1,0.373081
19,-17.000000,0,5,1,0.501256
19,12.333333,-1,10,1,0.606081
19,-30.500000,0,5,1,0.420256
19,15.333333,1,5,2,0.370256
19,-28.000000,0,10,1,0.300081
19,-27.000000,0,5,1,0.378256
19,-30.000000,1,10,1,0.321081
19,-14.500000,0,5,1,0.448256
19,-17.000000,0,5,1,0.480256
19,34.000000,-1,10,2,0.177081
19,-19.000000,0,10,1,0.229081
19,-2.000000,0,10,2,2.783081
19,-1.666667,-1,5,1,0.862256
19,17.333333,-1,10,2,0.346081
19,1.000000,1,5,2,1.554256
19,-7.000000,0,10,2,0.539081
19,-24.000000,0,5,1,0.451256
19,2.333333,-1,5,2,0.326256
19,-2.000000,0,10,2,0.410081
19,-32.000000,0,10,1,0.538081
19,-14.000000,0,5,1,0.705256
19,-36.666667,1,10,1,0.688081
19,-11.666667,-1,10,2,1.787081
19,9.000000,1,5,2,0.243256
19,7.500000,0,5,2,0.453256
19,-10.500000,0,10,1,1.104081
19,6.333333,-1,5,1,0.568256
19,3.000000,0,5,2,0.785256
19,-18.000000,0,10,1,1.194081
19,31.000000,1,10,2,0.454081
19,-23.666667,-1,5,1,1.069256
19,-8.333333,1,10,2,0.888081
19,13.000000,0,10,2,0.672081
19,25.000000,1,5,2,0.529256
19,-16.000000,-1,5,1,0.554256
19,-28.333333,1,10,1,1.212081
19,-22.666667,-1,10,2,0.711081
19,31.500000,0,10,2,0.303081
19,-17.666667,1,10,2,0.414081
19,14.000000,-1,5,2,0.215256
19,21.000000,1,5,2,0.328256
19,1.666667,-1,10,1,0.581081
19,5.666667,1,10,2,0.865081
19,25.333333,-1,5,2,0.998256
19,14.333333,-1,5,2,0.412256
19,-9.000000,0,10,1,0.596081
19,-8.333333,1,10,1,0.327081
19,26.000000,0,10,2,0.200081
19,-14.000000,-1,10,1,0.213081
19,-0.333333,-1,5,2,0.455256
19,-21.333333,1,5,1,0.156256
19,14.000000,-1,10,1,2.137081
19,-17.000000,-1,10,1,0.766081
19,21.000000,0,5,2,0.158256
19,6.000000,-1,10,2,0.382081
19,-25.000000,1,5,1,0.206256
19,-14.333333,1,5,1,0.183256
19,21.500000,0,5,2,0.118256
19,2.333333,-1,5,2,2.082256
19,7.000000,1,5,2,1.281256
19,-11.666667,1,10,2,0.519081
19,27.333333,1,10,2,0.455081
19,8.333333,1,5,2,2.045256
19,-18.000000,0,10,2,0.921081
19,-22.000000,-1,5,1,0.518256
19,3.500000,0,5,1,1.879256
19,29.000000,0,10,2,0.085081
19,3.500000,0,5,2,0.764256
19,53.666667,1,10,2,0.194081
19,-11.000000,0,5,1,6.427256
19,24.000000,1,10,2,0.298081
19,13.333333,1,5,2,0.252256
19,-39.500000,0,10,1,1.540081
19,-8.500000,0,5,1,0.542256
19,14.666667,1,5,2,0.548256
19,22.666667,1,10,2,0.263081
19,-15.500000,0,5,1,0.562256
19,32.000000,0,5,2,0.104256
19,12.666667,1,5,2,1.054256
19,6.000000,1,5,2,0.361256
19,17.000000,-1,5,2,0.392256
19,-26.333333,1,5,1,2.000256
19,-23.333333,-1,5,1,0.910256
19,10.333333,1,5,2,0.507256
19,-27.000000,0,5,1,0.392256
19,17.500000,0,10,2,1.035081
19,15.500000,0,5,2,0.142256
19,17.000000,0,5,2,0.263256
19,16.666667,-1,5,2,0.318256
19,5.000000,-1,10,2,1.320081
19,5.500000,0,10,2,1.041081
19,33.333333,-1,5,2,0.199256
19,32.000000,0,10,2,0.604081
19,35.000000,0,5,2,0.180256
19,-8.500000,0,10,2,0.504081
19,23.000000,-1,5,2,0.300256
19,-2.333333,-1,10,1,1.929081
19,31.500000,0,10,2,1.460081
19,-2.500000,0,5,1,3.386256
19,9.000000,-1,5,2,0.630256
19,-42.000000,-1,5,1,0.624256
19,-17.333333,1,10,1,5.544081
19,-23.500000,0,10,1,0.550081
19,18.666667,-1,10,2,2.328081
19,1.000000,0,5,1,0.730256
19,41.000000,0,10,2,0.089081
19,25.000000,0,5,2,0.387256
19,-25.000000,0,5,1,0.661256
19,-5.500000,0,10,2,0.248081
19,-0.333333,1,10,2,0.389081
19,9.333333,1,10,2,0.890081
19,20.000000,0,10,2,0.438081
19,-10.000000,0,5,1,0.763256
19,-8.666667,1,10,2,0.111081
19,-14.666667,1,5,1,0.325256
19,-48.000000,-1,10,1,0.185081
19,-20.333333,-1,5,1,2.021256
19,-1.500000,0,5,1,0.390256
19,33.666667,-1,5,2,0.204256
19,14.000000,0,10,2,0.284081
19,-7.333333,-1,5,1,2.256256
19,32.000000,0,5,2,0.627256
19,30.000000,0,5,2,0.234256
19,30.500000,0,5,2,0.183256
19,7.500000,0,5,2,0.437256
19,11.500000,0,5,2,0.183256
19,7.000000,1,10,2,0.687081
19,-10.500000,0,5,2,0.434256
19,15.500000,0,10,2,0.367081
19,4.666667,1,5,2,3.101256
19,-9.333333,1,10,1,2.041081
19,19.500000,0,10,2,0.943081
19,23.000000,1,10,2,0.750081
19,-30.666667,-1,5,1,0.439256
19,-41.666667,1,5,1,0.142256
19,2.666667,1,5,1,0.189256
19,-4.000000,1,5,1,0.549256
19,5.000000,0,5,2,1.857256
19,18.000000,1,5,2,0.405256
19,-3.500000,0,5,2,0.792256
19,0.000000,1,5,1,0.899256
19,-6.666667,1,5,1,0.353256
19,10.000000,0,5,2,1.181256
19,34.333333,-1,10,2,0.726081
19,37.333333,1,10,2,0.092081
19,10.000000,0,10,2,1.083081
19,9.666667,1,10,2,1.205081
19,-39.000000,0,5,1,0.409256
19,36.500000,0,5,2,0.118256
19,14.000000,0,10,2,1.575081
19,3.500000,0,10,2,1.974081
19,-28.333333,1,10,1,0.405081
19,-4.000000,0,5,1,1.758256
19,-27.000000,0,10,1,0.510081
19,20.333333,-1,5,2,0.582256
19,-16.000000,-1,5,1,0.447256
19,-6.000000,0,5,2,0.528256
19,27.000000,1,10,2,1.420081
19,23.000000,1,5,2,0.534256
19,-4.000000,-1,10,2,0.316081
19,-10.666667,-1,5,2,0.786256
19,-23.500000,0,10,2,0.807081
19,3.500000,0,5,2,1.410256
19,11.666667,1,10,2,0.600081
19,-34.000000,0,5,1,0.505256
20,17.000000,0,10,2,0.652474
20,20.500000,0,5,2,1.963170
20,-0.500000,0,5,2,0.631170
20,-6.666667,-1,10,1,0.410474
20,22.666667,-1,5,2,0.424170
20,-28.333333,-1,10,1,0.252474
20,-11.666667,1,5,1,0.220170
20,-34.666667,1,5,1,0.272170
20,13.666667,1,5,2,0.744170
20,3.000000,-1,5,2,0.640170
20,-9.333333,-1,10,2,1.087474
20,15.000000,0,5,1,3.171170
20,33.333333,1,5,2,0.503170
20,-22.500000,0,10,1,0.451474
20,29.500000,0,5,2,0.311170
20,21.000000,-1,10,2,0.521474
20,-9.500000,0,5,1,1.394170
20,-11.333333,-1,10,1,0.568474
20,17.500000,0,5,2,1.651170
20,4.500000,0,10,2,1.291474
20,-40.000000,0,5,1,1.151170
20,17.000000,0,5,2,0.783170
20,-21.000000,-1,10,1,0.413474
20,-14.500000,0,5,1,0.676170
20,7.000000,0,10,2,0.281474
20,-24.000000,-1,5,1,0.319170
20,-35.500000,0,5,1,0.480170
20,6.333333,-1,10,2,0.146474
20,-17.000000,1,5,1,0.154170
20,-15.000000,1,5,1,0.892170
20,28.333333,-1,5,2,0.422170
20,-19.500000,0,10,2,0.263474
20,0.666667,-1,5,2,0.397170
20,-16.500000,0,10,2,0.256474
20,-19.000000,0,10,2,0.613474
20,-19.000000,0,10,2,0.306474
20,2.666667,1,10,2,0.315474
20,-9.500000,0,10,1,0.681474
20,43.666667,1,5,2,1.043170
20,20.500000,0,5,2,0.412170
20,-14.500000,0,5,1,0.543170
20,-24.666667,-1,10,1,0.201474
20,4.000000,0,10,2,0.530474
20,6.000000,-1,5,1,1.557170
20,-16.666667,1,10,1,0.370474
20,8.333333,1,5,2,1.857170
20,1.000000,0,10,2,0.500474
20,8.000000,0,10,2,0.325474
20,7.333333,1,10,2,0.982474
20,18.666667,-1,10,2,0.464474
20,-8.500000,0,5,2,0.281170
20,22.333333,1,5,2,3.603170
20,2.500000,0,5,2,2.639170
20,-12.000000,1,10,1,0.441474
20,8.000000,0,5,2,0.794170
20,11.000000,-1,10,2,0.580474
20,7.500000,0,5,1,0.582170
20,2.000000,0,10,2,0.269474
20,4.333333,1,5,1,0.372170
20,2.500000,0,10,2,0.277474
20,21.000000,-1,10,2,0.227474
20,1.000000,0,5,1,0.417170
20,1.500000,0,10,2,0.385474
20,-9.500000,0,10,1,0.368474
20,-28.333333,1,10,1,0.213474
20,10.500000,0,5,1,1.572170
20,11.000000,0,10,2,0.140474
20,17.666667,1,10,2,0.995474
20,-13.666667,-1,5,2,0.518170
20,17.000000,0,10,2,0.236474
20,-16.000000,0,10,1,0.835474
20,4.666667,1,10,2,0.421474
20,0.000000,0,10,1,0.409474
20,2.000000,0,10,1,0.686474
20,21.500000,0,5,2,0.489170
20,-2.000000,0,10,2,0.921474
20,-17.000000,-1,5,2,0.546170
20,21.000000,0,5,2,0.587170
20,-20.000000,-1,5,1,0.157170
20,-12.500000,0,10,1,1.069474
20,10.666667,-1,10,2,0.702474
20,10.000000,0,10,2,0.283474
20,35.500000,0,5,2,1.108170
20,21.666667,1,10,2,1.184474
20,35.000000,1,10,2,0.437474
20,-19.333333,1,10,2,0.284474
20,22.333333,1,10,2,0.252474
20,-5.000000,1,10,1,1.235474
20,14.000000,0,10,2,1.032474
20,-30.000000,0,10,1,0.183474
20,11.333333,-1,5,2,0.752170
20,-1.000000,0,10,2,0.365474
20,-36.333333,-1,5,1,1.069170
20,-9.000000,0,5,2,1.485170
20,-10.000000,0,10,2,0.268474
20,19.333333,1,10,2,0.582474
20,17.333333,1,5,2,0.408170
20,17.333333,1,5,2,0.806170
20,-13.000000,0,5,1,0.136170
20,-5.000000,0,5,1,0.352170
20,41.000000,0,10,2,0.138474
20,3.500000,0,10,2,0.314474
20,-19.500000,0,5,1,0.355170
20,-5.500000,0,10,1,0.194474
20,-8.000000,0,5,1,0.793170
20,40.333333,1,5,2,0.343170
20,38.000000,0,10,2,0.115474
20,42.666667,-1,5,2,0.177170
20,-12.000000,-1,5,2,0.479170
20,2.500000,0,5,2,0.560170
20,30.000000,0,10,2,0.101474
20,8.000000,1,10,2,0.786474
20,-20.333333,1,10,1,0.597474
20,-21.000000,0,10,1,0.158474
20,-10.500000,0,10,2,0.606474
20,-41.500000,0,5,1,0.172170
20,11.000000,0,5,2,2.406170
20,9.333333,-1,5,2,0.162170
20,-16.000000,0,5,1,0.442170
20,-27.500000,0,10,1,0.455474
20,-24.500000,0,10,1,0.559474
20,-27.500000,0,5,1,0.283170
20,-45.000000,1,10,1,0.307474
20,-24.000000,0,5,1,0.491170
20,-1.666667,1,5,2,1.830170
20,-11.000000,-1,5,1,0.723170
20,26.000000,0,10,2,0.630474
20,14.000000,0,10,2,1.461474
20,29.500000,0,5,2,0.183170
20,8.500000,0,10,2,0.528474
20,-12.000000,0,10,1,0.380474
20,-15.333333,1,5,1,1.042170
20,-27.000000,0,10,1,2.275474
20,-7.000000,0,10,2,0.829474
20,9.000000,0,10,2,0.327474
20,28.333333,-1,10,2,0.883474
20,-4.500000,0,10,1,2.962474
20,20.000000,0,5,2,2.435170
20,-37.333333,1,10,1,1.083474
20,-7.500000,0,10,2,1.866474
20,-23.000000,0,5,1,0.649170
